Cell name,x_pos,y_pos,z_pos
17109_6801_x7432_y4405,381.332,128.1208,66.9412
17109_6901_x7203_y26714,369.95599999999996,102.2408,384.0732
17109_7001_x5738_y6470,389.338,99.756,100.0292
17109_7001_x6205_y5194,390.2992,108.88719999999999,77.3112
17300_3426_x20339_y44872,214.162,144.0272,395.042
17300_3514_x19676_y45282,218.188,149.92079999999999,399.0752
17300_5571_x27063_y39610,313.8232,43.37,334.49
17300_5896_x24862_y27320,332.32480000000004,64.4328,218.28
17300_5969_x27278_y20820,326.5108,31.795,160.1728
17300_6010_x23413_y13446,334.55,77.66199999999999,75.7428
17302_00001,205.11919999999998,198.91,363.436
17302_00002,199.976,200.4232,362.412
17302_00003,205.74919999999997,197.176,368.56
17302_00005,197.59,189.28080000000003,353.4232
17302_00006,208.9008,187.93200000000002,362.784
17302_00007,210.8268,188.66080000000002,361.62120000000004
17302_00009,202.8168,182.158,358.228
17302_00010,202.732,175.5352,354.86800000000005
17302_00011,210.08,181.05919999999998,363.37120000000004
17302_00013,204.52599999999998,177.808,360.2268
17302_00014,192.398,166.96919999999997,355.76919999999996
17302_00015,209.3368,166.09799999999998,361.30400000000003
17302_00016,199.7332,153.93200000000002,355.3952
17302_00017,275.448,187.574,380.50879999999995
17302_00018,207.2568,210.8592,346.376
17302_00020,270.6308,190.516,300.7768
17302_00021,267.122,181.796,298.2232
17302_00023,257.7868,183.18400000000003,251.4368
17302_00024,233.9152,187.41080000000002,223.11520000000002
17302_00025,249.168,164.114,219.1668
17302_00027,198.622,176.726,351.92800000000005
17302_00030,171.1032,179.018,337.478
17302_00031,196.78,171.0068,340.092
17302_00032,173.67680000000001,163.21,340.6468
17302_00033,170.10080000000002,173.7,314.2832
17302_00035,334.914,161.7592,314.2832
17302_00036,328.3412,157.9372,318.2492
17302_00037,285.2192,143.17,325.5932
17302_00038,335.4732,146.4292,322.1448
17302_00039,305.018,132.11,324.73
17302_00040,315.796,128.78799999999998,315.7332
17302_00041,313.2432,126.538,319.3068
17302_00043,211.4952,144.56719999999999,334.24480000000005
17302_00044,188.39520000000002,141.12,331.4788
17302_00045,186.548,147.0128,324.55400000000003
17302_00046,229.2108,127.50479999999999,334.584
17302_00047,208.834,114.49520000000001,316.22
17302_00048,292.226,120.57799999999999,320.8168
17302_00049,305.9892,120.7,317.09680000000003
17302_00050,169.8368,168.5992,297.884
17302_00052,334.24879999999996,147.628,309.66
17302_00053,272.306,157.3392,300.6492
17302_00054,291.7632,163.4008,289.5648
17302_00055,199.104,130.96280000000002,300.2292
17302_00056,200.1668,121.93799999999999,308.732
17302_00057,188.51319999999998,123.56200000000001,299.0708
17302_00059,171.824,136.48,281.6968
17302_00062,207.32080000000002,117.5428,286.8368
17302_00063,208.41080000000002,110.354,279.558
17302_00064,290.07919999999996,116.664,315.192
17302_00065,288.01599999999996,116.1248,312.1508
17302_00066,306.08799999999997,118.3848,313.216
17302_00074,183.542,192.67,167.1708
17302_00075,202.85,189.4168,114.9892
17302_00076,325.0408,154.6872,147.81799999999998
17302_00077,323.4248,152.032,146.998
17302_00078,302.482,150.058,138.6428
17302_00079,335.62120000000004,150.6248,136.5752
17302_00080,323.1492,150.262,134.65
17302_00081,209.23,209.34,98.71520000000001
17302_00085,228.028,190.80200000000002,100.47200000000001
17302_00086,205.618,186.8592,104.4292
17302_00091,208.65599999999998,169.81599999999997,102.51520000000001
17302_00093,210.84599999999998,188.91080000000002,96.9008
17302_00094,208.174,189.23080000000002,95.70280000000001
17302_00095,208.408,185.35,97.486
17302_00096,200.0468,184.97,95.00399999999999
17302_00097,212.3432,186.532,91.73
17302_00098,206.21599999999998,170.862,96.79
17302_00099,277.55400000000003,182.76080000000002,88.6108
17302_00101,184.16400000000002,139.644,178.166
17302_00102,179.47400000000002,129.0892,163.93
17302_00103,226.04919999999998,106.00280000000001,175.2132
17302_00105,159.60399999999998,170.826,142.314
17302_00106,197.74200000000002,140.148,158.44
17302_00108,180.3968,161.296,118.59280000000001
17302_00110,187.676,150.804,134.72719999999998
17302_00112,291.802,146.2352,152.026
17302_00113,272.8532,148.4308,146.61
17302_00114,283.7752,146.616,144.7992
17302_00115,293.67080000000004,145.858,146.458
17302_00116,300.892,146.226,145.0408
17302_00117,297.0392,135.6128,135.5752
17302_00118,315.096,137.30200000000002,130.266
17302_00119,310.1908,121.464,149.56719999999999
17302_00120,305.8508,117.04,148.2
17302_00121,302.9068,118.154,146.298
17302_00123,191.082,128.2848,158.99
17302_00124,208.45919999999998,140.504,114.59719999999999
17302_00125,302.56919999999997,123.76280000000001,160.80200000000002
17543_2434_x11441_y5587,128.886,207.338,85.226
17543_3308_x10077_y3766,172.294,200.2752,63.4972
17543_3471_x12087_y3637,170.2832,239.61520000000002,57.978
17543_3705_x9619_y20864,176.12400000000002,188.3468,375.8632
17543_3828_x6023_y17044,220.3008,115.69,302.0208
17543_3842_x7369_y3542,226.5768,138.174,72.91
17543_4868_x6727_y21047,264.42,109.7,385.82480000000004
17543_4926_x5833_y20277,274.6368,89.11399999999999,371.4372
17543_5296_x5131_y20385,299.6508,67.3648,374.166
17543_5334_x5066_y20381,302.4352,65.41720000000001,374.098
17545_00001,207.75,216.62599999999998,364.148
17545_00003,284.92,204.78080000000003,317.31919999999997
17545_00004,200.63400000000001,205.3332,363.87879999999996
17545_00006,200.5992,192.1392,364.032
17545_00007,208.1832,201.378,362.06480000000005
17545_00008,211.6468,199.31400000000002,364.42400000000004
17545_00023,203.9668,173.5692,368.5032
17545_00024,205.09799999999998,167.3292,362.32120000000003
17545_00025,194.438,157.904,357.0832
17545_00026,206.96,160.4892,364.6228
17545_00027,225.87,198.518,376.11519999999996
17545_00028,280.8268,185.62080000000003,378.7288
17545_00029,220.8908,170.62599999999998,362.82120000000003
17545_00030,207.612,151.344,356.55080000000004
17545_00040,179.512,207.23,340.038
17545_00041,192.34400000000002,198.146,357.728
17545_00044,215.3632,193.4532,344.6012
17545_00045,203.37,179.822,355.9432
17545_00046,175.6952,169.12599999999998,346.74120000000005
17545_00047,183.6952,159.7372,347.1012
17545_00048,165.71,167.4,328.042
17545_00050,199.97799999999998,168.6868,339.88120000000004
17545_00052,167.452,197.518,307.034
17545_00053,185.7432,169.6668,295.1952
17545_00054,285.764,168.12,332.1332
17545_00055,283.096,158.9692,332.74879999999996
17545_00056,288.184,157.416,326.11400000000003
17545_00057,273.4092,188.916,295.8168
17545_00058,286.978,168.2408,314.92080000000004
17545_00059,179.57319999999999,138.2028,330.4332
17545_00060,168.20680000000002,144.3192,324.164
17545_00063,219.0532,116.71520000000001,320.06080000000003
17545_00064,162.53,142.2648,315.8592
17545_00065,199.236,142.84799999999998,295.992
17545_00066,192.2468,124.7928,309.5952
17545_00067,222.084,112.48719999999999,297.9092
17545_00068,195.1692,125.76280000000001,279.916
17545_00071,281.592,169.17520000000002,287.7392
17545_00073,292.46,175.7832,390.18
17545_00074,296.18919999999997,172.6708,391.08480000000003
17545_00075,295.7268,163.0992,331.2188
17545_00078,290.2368,155.77,328.50480000000005
17545_00081,327.684,157.89,326.89599999999996
17545_00082,337.276,158.41719999999998,325.086
17545_00084,296.808,188.3752,295.95
17545_00085,305.508,190.43599999999998,304.802
17545_00088,306.278,143.4272,340.85519999999997
17545_00089,291.568,144.06,326.3
17545_00091,314.436,143.0848,325.874
17545_00092,315.3592,150.18200000000002,332.866
17545_00093,304.34680000000003,127.88600000000001,327.3552
17545_00094,310.04200000000003,129.6808,330.59
17545_00095,310.702,138.532,320.37
17545_00110,277.7708,174.118,175.4668
17545_00111,170.7408,125.822,169.21200000000002
17545_00113,166.894,135.4248,160.6952
17545_00115,163.414,207.8192,145.468
17545_00116,185.43400000000003,191.4068,122.42280000000001
17545_00118,197.2432,211.9668,111.2128
17545_00119,204.9432,200.5368,112.196
17545_00120,220.4952,206.2648,119.26719999999999
17545_00121,224.88400000000001,197.5,121.976
17545_00122,205.24599999999998,197.412,116.33200000000001
17545_00124,207.03799999999998,193.4308,102.9
17545_00125,199.9308,191.5048,102.73
17545_00126,205.4648,187.044,105.50399999999999
17545_00129,211.23919999999998,193.19080000000002,107.5728
17545_00130,203.12,181.30919999999998,113.9408
17545_00131,202.12919999999997,178.062,113.25
17545_00132,201.0268,178.882,111.8152
17545_00136,202.00080000000003,185.98,104.124
17545_00138,204.576,183.644,101.48479999999999
17545_00140,206.3068,181.77,103.92399999999999
17545_00142,290.3648,195.446,154.9708
17545_00143,177.62599999999998,163.2352,117.28399999999999
17545_00144,192.442,171.22400000000002,129.114
17545_00145,203.014,163.0608,124.23719999999999
17545_00146,197.11599999999999,158.0752,127.3172
17545_00147,170.4368,145.2952,134.9908
17545_00149,210.3192,145.488,125.3648
17545_00150,198.79080000000002,155.842,116.44
17545_00154,283.546,152.236,154.5708
17545_00155,221.31080000000003,146.8208,113.63719999999999
17545_00158,197.06599999999997,117.6152,174.862
17545_00159,222.49919999999997,110.80799999999999,163.7292
17545_00162,323.1468,173.3432,153.418
17545_00163,337.76199999999994,162.064,146.05
17545_00164,348.31519999999995,178.886,134.0128
17545_00165,342.3388,173.99599999999998,135.4248
17545_00166,340.82,171.2552,134.2248
17545_00168,289.404,149.02,143.594
17545_00169,312.3508,155.2828,150.44
17545_00170,310.888,140.878,147.744
17545_00172,295.2808,157.06,141.2928
17545_00173,326.622,144.27200000000002,133.8272
17545_00174,301.3868,127.226,142.1292
17545_00175,253.95919999999998,194.146,250.7248
17545_00176,291.2132,136.4992,158.9428
17545_00177,243.41,169.622,242.10080000000002
17545_00178,248.8608,204.11520000000002,211.74200000000002
17545_00179,320.2508,148.7172,140.67
17545_00180,250.68919999999997,203.774,250.9552
17781_00001,166.41400000000002,229.76,136.05200000000002
17781_00003,152.744,160.114,322.556
17781_00004,239.322,201.392,80.712
17781_2184_x15071_y19950,111.56479999999999,173.1832,159.032
17781_2491_x13559_y38398,123.4152,152.53719999999998,351.0032
17781_3668_x9453_y17266,191.5992,107.376,141.512
17781_3819_x16144_y41186,193.59799999999998,171.672,375.08
17781_4095_x17570_y12460,210.3448,201.328,86.7572
17781_4710_x13766_y10574,238.79,152.22799999999998,69.35600000000001
17781_4874_x11466_y11924,249.4792,126.9092,86.9328
17781_5166_x11993_y10858,261.8432,131.2372,75.646
17781_5361_x17741_y11849,274.628,199.00080000000003,90.6892
17781_5548_x15772_y8872,280.776,176.63080000000002,54.15520000000001
17781_5655_x10641_y11102,285.812,115.9208,78.618
17781_5894_x11460_y10079,298.1168,124.96600000000001,67.712
17781_6028_x9772_y42888,296.9,97.99600000000001,388.092
17781_6202_x7633_y12296,311.008,78.6872,89.374
17781_6228_x12697_y8412,317.012,137.96200000000002,49.092
17781_6262_x6896_y13574,314.128,69.038,103.9272
17781_6270_x9494_y43380,309.45599999999996,93.78,394.76800000000003
17781_6287_x8230_y11645,317.04400000000004,87.0072,81.714
17781_6325_x14423_y8278,323.2532,156.918,50.9248
17781_6355_x6443_y33777,316.552,63.6388,291.232
17781_6626_x22318_y13682,340.0432,245.34400000000002,109.53200000000001
17781_6627_x22762_y14486,339.1732,250.8768,116.39200000000001
17781_6643_x22317_y12822,341.36400000000003,245.6552,100.538
17781_6802_x8324_y14113,345.2632,87.3328,113.542
17781_6866_x8954_y41812,339.744,88.404,376.80480000000006
17781_6881_x22248_y12698,353.426,243.35,99.3152
17781_7132_x8998_y15272,362.89599999999996,93.60079999999999,126.2648
17781_7281_x18241_y11406,375.7932,196.33919999999998,92.354
17782_3138_x32805_y18352,138.648,175.79,116.06280000000001
17782_3253_x33739_y18314,144.02280000000002,175.8032,107.522
17782_3284_x11909_y16428,136.1428,163.8648,337.01919999999996
17782_3352_x11384_y16404,139.0328,164.82080000000002,342.2532
17782_3487_x11014_y17041,144.812,172.012,345.4832
17782_3651_x35286_y18512,163.702,181.24,95.85799999999999
17782_3672_x34784_y19432,163.09,192.2768,100.184
17786_00001,82.8108,196.762,276.6152
17786_00017,83.20479999999999,202.03599999999997,272.8368
17786_00022,77.91720000000001,175.5232,174.94799999999998
17786_00024,87.04,171.04919999999998,176.054
17787_00007,255.03400000000002,146.0192,369.0408
17787_00013,186.03080000000003,150.928,288.3048
17787_00014,183.9308,164.938,306.2132
17787_00019,190.392,152.0992,99.66799999999999
17787_00026,249.1268,179.63,381.38599999999997
17787_00029,247.06599999999997,199.6448,378.79400000000004
17787_00048,182.084,193.456,102.36200000000001
17787_00049,191.088,195.0032,91.6508
17787_00050,189.7408,203.71400000000003,101.8108
17787_4521_x5172_y12873,209.202,183.5448,398.75199999999995
17787_4690_x4440_y9176,209.34599999999998,130.17600000000002,410.68
17787_7070_x12739_y1410,336.642,12.981,291.626
17788_3709_x6000_y8213,161.1172,118.6508,366.17879999999997
17788_4719_x3512_y9492,212.84080000000003,135.82920000000001,395.5232
17788_5059_x3960_y6601,224.8268,97.91,391.784
17788_5767_x16636_y3662,260.79200000000003,47.538000000000004,232.112
18047_00047,95.53200000000001,128.33,241.42680000000001
18047_2622_x11862_y12983,109.20200000000001,98.15,295.0832
18047_3132_x24052_y12385,143.35,98.4428,140.8752
18047_4141_x14168_y9063,190.024,52.8028,260.2868
18047_4458_x18853_y10785,213.1392,85.2792,211.0248
18047_5719_x25513_y7957,281.0168,60.328,119.62280000000001
18047_7769_x31046_y13195,377.964,163.096,63.562
182724_2238_x7096_y20268,86.648,126.68799999999999,300.916
182724_2247_x6785_y11803,100.1952,120.2448,149.642
182724_2333_x7081_y21185,89.954,124.368,318.964
182724_2383_x9300_y17890,107.29799999999999,173.296,257.642
182724_2494_x6419_y20983,97.228,108.0908,315.298
182724_2525_x8483_y21088,104.988,153.80200000000002,318.108
182724_2526_x7529_y21792,100.36200000000001,132.27280000000002,331.6332
182724_2670_x5615_y13225,117.7308,89.75399999999999,176.4352
182724_2926_x5279_y13761,129.178,79.3248,185.972
182724_2997_x5821_y12613,138.0952,90.07,167.0208
182724_3848_x8903_y23965,166.8968,153.9508,377.93519999999995
182724_3887_x5901_y10339,187.6032,86.6172,132.1872
182724_4327_x4847_y18972,189.03080000000003,58.787200000000006,281.3352
182724_4472_x5247_y12162,211.2152,66.3352,166.56799999999998
182724_4580_x5627_y9427,220.63,76.454,119.17
182724_4599_x8181_y6776,228.028,136.7692,70.94
182724_4785_x5002_y11122,226.70080000000002,59.582,149.2248
182724_5355_x5321_y20589,239.398,65.1788,315.4108
182724_5410_x4393_y11075,254.2868,44.496,149.4248
182724_5651_x9832_y25682,251.80919999999998,164.6432,411.80800000000005
182724_5793_x8695_y5510,287.7708,143.78,55.2472
182724_5937_x3804_y11955,278.342,32.453,165.872
182725_2241_x9113_y11193,99.1208,117.78399999999999,137.1028
182725_2376_x10033_y10786,108.26719999999999,134.4848,127.1828
182725_2390_x8944_y12077,106.64,118.7292,155.428
182725_2581_x9375_y21137,104.48,171.662,311.178
182725_2917_x9391_y22263,121.206,174.2332,333.32
182725_3680_x13452_y7614,184.2708,187.19,72.104
182725_3762_x5563_y19178,169.7332,80.0072,292.714
182725_4080_x6576_y11407,194.4448,55.763999999999996,176.94080000000002
182725_4160_x5717_y19181,193.6632,84.27799999999999,292.8968
182725_4290_x5671_y18488,199.072,77.564,282.2508
182725_4390_x5078_y18459,199.692,62.9988,283.62919999999997
182725_5012_x5980_y10427,242.7032,41.37,167.878
182725_5094_x5532_y11642,242.72799999999998,38.635999999999996,188.4352
182725_6819_x6109_y7853,351.0752,44.4912,123.3592
182725_7341_x4593_y22594,351.0888,80.4372,383.126
18452_3926_x14445_y21337,165.4608,292.7832,288.9892
18452_4002_x10332_y17479,185.6332,225.90599999999998,341.85400000000004
18452_4126_x15225_y20986,177.6992,288.7208,275.66
18452_4272_x26686_y20064,184.9492,273.57,122.29719999999999
18452_4536_x11274_y21067,205.4048,286.64799999999997,328.89599999999996
18452_5511_x26566_y3403,254.7892,31.851,130.17079999999999
18452_7249_x11408_y2071,386.154,24.679000000000002,311.2468
18453_1641_x24165_y10580,88.8072,114.662,311.494
18453_1643_x24077_y11694,87.9392,132.7752,312.062
18453_1674_x14446_y9719,83.63600000000001,106.734,175.362
18453_1924_x22284_y8069,105.4192,75.012,278.8208
18453_2190_x23739_y8507,123.598,80.88119999999999,296.872
18453_2400_x15836_y7243,128.0708,64.54,190.5068
18453_2428_x13810_y8197,129.624,82.87,166.222
18453_2632_x11687_y8383,134.5308,89.80799999999999,136.9808
18453_2645_x28684_y11703,145.1492,129.6908,368.18800000000005
18453_2713_x27713_y9899,152.8552,102.0492,349.31800000000004
18453_2884_x12998_y7285,151.6728,69.0952,153.55
18453_2991_x13607_y7348,160.8872,69.842,162.7372
18453_3021_x27493_y8943,172.554,87.236,340.522
18453_3186_x12745_y7108,168.266,67.832,150.5
18453_3225_x17398_y19713,161.54,263.908,217.732
18453_3316_x8214_y11076,164.2232,141.616,87.3592
18453_3326_x29413_y10076,187.4832,104.3152,366.2768
18453_3350_x8925_y9653,168.268,117.6292,98.616
18453_3456_x24161_y6646,195.28799999999998,53.803999999999995,289.502
18453_3471_x28224_y8289,197.7468,78.02,345.724
18453_3492_x29357_y9198,197.248,91.28479999999999,362.79519999999997
18453_3516_x21006_y6048,192.6848,46.7628,249.8892
18453_3564_x30226_y9677,198.6992,97.7592,375.4668
18453_3579_x30397_y10103,198.858,104.0572,378.14599999999996
18453_3678_x8938_y8684,185.5352,103.484,98.1092
18453_3690_x8282_y9898,185.804,124.262,90.0228
18453_3704_x10450_y7387,190.50599999999997,79.596,119.0952
18453_3766_x16118_y20931,181.50799999999998,288.2232,188.98919999999998
18453_3767_x22604_y5643,207.778,41.3728,267.848
18453_3795_x13584_y5960,199.75599999999997,51.126000000000005,159.6408
18453_3796_x16246_y20830,183.52919999999997,286.64799999999997,191.40919999999997
18453_3810_x16082_y20891,183.8308,287.8168,188.51919999999998
18453_3841_x9500_y7920,196.2832,90.676,106.0892
18453_3848_x19057_y7025,213.382,69.054,226.3308
18453_3935_x22928_y21885,196.054,293.414,294.0048
18453_3945_x11262_y6434,203.3868,64.108,128.87
18453_4067_x16924_y5288,216.80200000000002,40.782,199.8032
18453_4186_x30783_y11697,232.8492,129.168,376.82120000000003
18453_4221_x16935_y5165,225.17680000000001,40.668800000000005,199.82319999999999
18453_4231_x30739_y8470,236.082,82.5448,375.55879999999996
18453_4283_x7543_y12923,214.938,178.058,82.96600000000001
18453_4283_x7739_y13735,215.59799999999998,190.97400000000002,86.34200000000001
18453_4345_x12044_y5189,223.6132,45.68600000000001,137.0772
18453_4386_x31552_y9254,242.4232,93.316,387.13800000000003
18453_4403_x30609_y7732,245.9792,73.46600000000001,371.842
18453_4496_x31014_y8304,249.8032,81.6152,377.26199999999994
18453_4497_x29287_y7176,252.856,68.7212,351.06879999999995
18453_4540_x32498_y9442,247.582,94.9092,401.056
18453_4693_x33039_y11636,252.05919999999998,126.464,409.3
18453_4711_x14090_y3943,245.31080000000003,26.166,163.4572
18453_4725_x30684_y6703,262.1632,60.172799999999995,370.5568
18453_4749_x31789_y8895,261.676,90.2792,387.608
18453_4899_x10111_y5917,248.454,66.84,111.93520000000001
18453_5033_x32118_y8975,275.6432,92.992,390.994
18453_5113_x9557_y5782,257.644,67.0212,103.1772
18453_5228_x9833_y5221,263.2152,58.1628,105.954
18453_5308_x10321_y5166,268.226,57.84,114.4292
18453_5317_x24548_y3717,291.074,22.415,281.998
18453_5318_x33682_y14092,284.7532,165.87080000000003,417.60400000000004
18453_5325_x32314_y8395,291.286,86.8072,392.4232
18453_5343_x23330_y3366,291.7848,17.095,267.808
18453_5436_x32746_y12751,293.07,148.9552,400.792
18453_5459_x9646_y5477,274.0032,65.014,105.2752
18453_5535_x29214_y5045,304.014,42.818000000000005,342.3988
18453_5578_x32997_y13060,300.4592,154.65,404.712
18453_5667_x25695_y3103,308.592,13.280999999999999,293.2552
18453_5766_x31719_y6139,315.36080000000004,58.576,380.1228
18453_5841_x19468_y3419,316.7048,25.142,223.42680000000001
18453_5862_x33046_y12305,316.866,146.92079999999999,404.31199999999995
18453_5941_x24629_y3152,322.98400000000004,17.343,279.8592
18453_5995_x24812_y3143,325.96,17.678,281.7808
18453_6040_x24821_y3042,328.724,16.296,281.638
18453_6053_x8032_y5933,299.9152,76.4088,81.33800000000001
18453_6181_x10238_y3690,311.756,39.571,108.0892
18453_6229_x34471_y10482,336.93,118.382,425.436
18453_6316_x30559_y4743,343.88919999999996,41.9752,359.282
18453_6477_x30376_y5078,352.82599999999996,49.706,356.4752
18453_6479_x9010_y4330,323.57599999999996,52.9212,89.8072
18453_6500_x34303_y12884,349.63199999999995,154.9692,423.892
18453_6537_x8725_y4484,325.9692,56.02,85.52799999999999
18453_6561_x9442_y3817,329.76480000000004,44.8688,94.5692
18453_6576_x22528_y4353,357.20599999999996,43.36,256.8408
18453_6604_x9161_y4006,331.12120000000004,48.3472,90.4692
18453_6675_x10576_y3102,339.4432,32.904,110.1952
18453_6675_x8876_y4461,333.4668,56.4288,87.836
18453_6708_x6437_y7833,331.916,111.788,62.0212
18453_6746_x8555_y4741,336.63599999999997,61.74,83.742
18453_6748_x28152_y3578,365.18120000000005,28.866999999999997,321.48
18453_6756_x7677_y5336,312.2608,32.055,330.7848
18453_6846_x11548_y2831,352.184,29.576,123.04719999999999
18453_7007_x11486_y3611,360.40319999999997,44.44,124.1808
18453_7010_x8769_y4509,352.038,59.788000000000004,85.28479999999999
18453_7024_x9012_y4138,354.1552,53.7988,87.74799999999999
18453_7112_x9089_y4667,358.9712,63.721199999999996,91.50280000000001
18453_7132_x11495_y3152,367.3592,37.05,121.564
18453_7132_x31679_y7308,387.4632,86.9192,378.226
18453_7146_x8788_y4552,360.43,61.9028,85.38
18453_7188_x11060_y3637,369.19919999999996,45.9828,116.64479999999999
18453_7223_x30215_y5120,391.68199999999996,55.12479999999999,354.168
18453_7245_x12979_y2864,377.26480000000004,31.61,140.5692
18453_7304_x11719_y3749,376.904,48.364,125.99719999999999
18453_7309_x5442_y9199,362.92199999999997,135.5128,43.824
18453_7455_x32866_y9412,404.536,115.61280000000001,399.514
18453_7692_x10145_y15241,382.608,212.6408,107.8108
18453_7813_x5799_y12199,385.00879999999995,178.8752,46.9612
18454_00002,246.028,136.216,345.846
18454_00003,193.45,152.872,351.26199999999994
18454_00004,195.1952,153.67079999999999,351.99120000000005
18454_00008,177.576,130.5552,322.5392
18454_00009,181.24599999999998,115.76,294.97520000000003
18454_00010,181.9432,124.41,288.1132
18454_00011,173.4908,135.5472,319.7108
18454_00014,177.95919999999998,145.4072,339.4112
18454_00015,196.54080000000002,151.7472,340.8952
18454_00016,148.0508,161.7408,311.436
18454_00017,134.87,161.27280000000002,303.7192
18454_00018,167.3768,142.58,305.6132
18454_00020,176.26919999999998,144.16,312.4408
18454_00021,196.5932,144.2892,308.624
18454_00022,168.0392,160.7152,300.1932
18454_00024,228.65,114.588,308.37
18454_00027,209.5068,140.17,306.2508
18454_00028,130.7328,158.108,283.38919999999996
18454_00029,153.578,161.06719999999999,332.69800000000004
18454_00039,176.324,171.84,316.0892
18454_00046,264.1152,156.026,299.334
18454_00048,266.2332,164.482,282.9448
18454_00049,141.9072,181.108,279.6352
18454_00050,240.0868,170.9932,228.2708
18454_00051,261.3448,173.824,274.366
18454_00052,270.23080000000004,172.51,278.084
18454_00053,240.8768,170.46599999999998,232.3268
18454_00054,263.6632,191.4552,245.674
18454_00055,250.67680000000001,195.4468,236.78400000000002
18454_00056,249.368,191.00400000000002,232.55
18454_00057,259.3408,189.81799999999998,230.912
18454_00058,258.9732,192.20080000000002,229.4668
18454_00059,304.1152,124.51799999999999,317.0848
18454_00060,276.68919999999997,134.914,312.6308
18454_00061,280.02479999999997,135.256,311.664
18454_00062,311.9232,147.3048,313.988
18454_00063,329.1648,142.0092,313.8048
18454_00064,273.5492,142.16479999999999,303.3508
18454_00065,267.1232,146.0048,288.06
18454_00066,271.8132,157.766,293.36400000000003
18454_00067,299.8152,145.368,307.15319999999997
18454_00068,272.846,170.2568,314.98
18454_00069,334.756,153.412,319.7868
18454_00070,287.7792,162.8808,294.572
18454_00071,273.8832,168.06799999999998,287.4268
18454_00072,282.214,164.24599999999998,284.5368
18454_00073,302.2952,164.146,294.1
18454_00074,271.288,152.236,235.44799999999998
18454_00075,281.0832,175.8008,266.7068
18454_00080,180.47,124.52,173.1268
18454_00086,184.012,139.8552,146.37
18454_00090,155.3308,172.118,129.4608
18454_00092,201.02599999999998,136.1328,150.16
18454_00093,214.954,137.6992,130.1552
18454_00095,241.68919999999997,170.69400000000002,219.658
18454_00096,238.1708,170.0092,213.09080000000003
18454_00097,244.76919999999998,167.11599999999999,213.7892
18454_00098,240.942,166.6032,207.30599999999998
18454_00099,251.114,186.65200000000002,207.304
18454_00100,256.54200000000003,186.44400000000002,206.192
18454_00101,255.3932,187.4152,205.408
18454_00105,265.44599999999997,169.7032,156.908
18454_00106,262.7092,181.054,160.018
18454_00107,263.664,185.77,163.602
18454_00109,266.1408,179.81080000000003,148.0648
18454_00111,174.65200000000002,166.98,106.4408
18454_00126,290.88919999999996,131.216,146.52200000000002
18454_00127,280.418,139.2772,150.0848
18454_00128,280.056,137.532,143.0592
18454_00129,294.82,135.6172,132.6952
18454_00130,267.032,153.754,210.668
18454_00131,281.512,184.9848,181.5868
18454_00132,292.9692,183.1352,178.5068
18454_00133,274.7792,152.3728,152.9
18454_00134,278.08799999999997,159.588,147.5272
18454_00135,272.6908,171.23,163.0092
18454_00136,282.8648,170.7768,169.482
18454_00137,271.4608,163.0008,155.016
18454_00138,283.812,162.6072,155.62
18454_00139,289.4552,161.108,148.26
18454_00140,281.9168,170.25080000000003,155.9128
