name,stems,branches,overall_width,overall_height,overall_depth,overall_volume,total_length,br_length_mean,br_length_std,br_length_min,br_length_max,br_order_mean,br_order_std,br_order_min,br_order_max,br_tortuosity_mean,br_tortuosity_std,br_tortuosity_min,br_tortuosity_max,bif_EucDist2soma_mean,bif_EucDist2soma_std,bif_EucDist2soma_min,bif_EucDist2soma_max,bif_PathDist2soma_mean,bif_PathDist2soma_std,bif_PathDist2soma_min,bif_PathDist2soma_max,asymmetry_mean,asymmetry_std,asymmetry_min,asymmetry_max,ampl_local_mean,ampl_local_std,ampl_local_min,ampl_local_max,ampl_remote_mean,ampl_remote_std,ampl_remote_min,ampl_remote_max,tilt_local_mean,tilt_local_std,tilt_local_min,tilt_local_max,tilt_remote_mean,tilt_remote_std,tilt_remote_min,tilt_remote_max,soma_region
17302_00075,8.0,504.0,1521.29,1861.2,1348.78,3818970000.0,29933.1,59.3911,75.305,0.76918,583.823,17.869,9.9595,1.0,37.0,0.155754,0.107017,0.0,0.655467,479.335,438.368,0.0,1416.37,1275.9,778.518,16.1799,2916.24,0.762097,0.426661,0.0,1.0,78.244,36.5206,3.77833,170.563,80.1892,39.3688,4.70254,174.606,106.469,33.3479,5.55408,167.965,99.8486,34.8703,6.43238,163.758,CP
pre_18866_01458,2.0,54.0,1162.42,1141.62,1401.47,1859810000.0,8332.78,154.311,344.055,1.93615,2527.45,4.66667,1.57815,1.0,7.0,0.0924567,0.0978908,1.34911e-05,0.484398,117.471,68.8408,0.0,298.451,307.232,375.674,10.0336,2824.38,0.692308,0.470679,0.0,1.0,66.2282,39.448,0.765254,157.656,58.1791,37.8448,12.8843,142.391,112.649,36.5257,12.8993,162.975,125.022,39.5305,12.8823,168.982,DG
182725_4080_x6576_y11407,10.0,618.0,6693.52,5788.51,3714.33,143913000000.0,114405.0,185.121,283.381,1.03294,2355.03,12.6731,6.29887,1.0,27.0,0.129632,0.10606,1.31919e-05,0.882487,2495.42,2449.68,0.0,6987.39,3944.32,3749.22,5.86095,12763.8,0.713816,0.452722,0.0,1.0,74.4125,31.5648,3.25551,167.611,72.5174,34.2115,2.39616,169.518,115.802,28.7678,0.58083,169.652,110.896,30.5394,11.1628,170.061,MOp
18454_00156,10.0,682.0,3088.25,1344.48,3116.27,12939000000.0,64406.2,94.4372,116.183,0.707956,1518.59,15.8416,8.54829,1.0,35.0,0.0906353,0.0714697,0.0,0.540441,2708.69,1528.39,0.0,3922.14,4096.27,2291.73,14.3301,6705.37,0.6875,0.464204,0.0,1.0,78.5129,31.3388,1.45801,165.158,70.0393,33.6979,5.09589,164.58,111.682,29.012,25.2556,170.037,117.432,29.0959,16.39,169.589,VPLpc
pre_18465_00267,4.0,94.0,1161.52,1099.28,655.561,837044000.0,8066.6,85.8149,96.9777,3.20847,596.241,6.21277,4.12147,1.0,16.0,0.146783,0.115795,0.0013575,0.496942,316.143,352.825,0.0,1052.11,640.121,717.363,12.9245,2540.54,0.755556,0.434613,0.0,1.0,74.8929,34.9868,3.33307,137.444,68.1603,36.7862,12.0978,146.141,116.771,29.1396,49.1222,177.423,111.931,38.4816,30.6611,167.756,ProS
18454_00146,10.0,404.0,1675.9,2931.59,2585.47,12702500000.0,38413.8,95.0837,166.935,0.864567,2407.71,8.64851,4.6952,1.0,21.0,0.081309,0.062311,0.0,0.433112,1539.16,1215.58,0.0,3201.8,2993.6,2382.94,8.68821,6377.04,0.736041,0.441901,0.0,1.0,72.1381,28.7105,0.238423,157.467,59.6539,27.6179,8.57772,176.487,120.738,24.3857,43.0088,167.993,126.505,23.6945,43.1303,170.077,VPM
18454_00134,11.0,429.0,1561.67,1972.75,2160.1,6654800000.0,32963.8,76.8388,130.985,1.05684,2251.86,14.0536,7.48515,1.0,29.0,0.109727,0.0783619,1.57882e-05,0.561473,1966.66,985.443,0.0,2805.94,3228.56,1588.53,7.38043,4928.4,0.69378,0.462029,0.0,1.0,81.3397,31.3188,4.48612,168.446,69.9475,33.2387,6.94018,173.46,108.612,28.8345,16.2842,166.532,115.978,28.854,23.2595,166.274,VPM
18869_3751_x5868_y6832,9.0,639.0,9889.57,5020.38,6519.15,323672000000.0,108386.0,169.619,325.642,0.474716,3787.42,13.1847,6.73551,1.0,30.0,0.11643,0.0876237,0.0,0.593315,3617.48,3835.23,0.0,10122.5,5952.59,5966.36,17.8351,16460.4,0.71746,0.450951,0.0,1.0,74.8523,28.6167,1.58905,174.649,67.6713,34.399,3.6206,163.23,117.46,25.7013,18.5795,169.994,114.453,32.411,7.04702,170.974,SSp-m
17543_5296_x5131_y20385,6.0,302.0,1784.84,2773.65,2693.37,13333600000.0,50381.3,166.825,227.469,1.09334,2070.92,10.3179,5.2995,1.0,21.0,0.169315,0.130606,3.57238e-05,0.680592,758.532,819.249,0.0,2547.73,1612.89,1439.49,20.1949,4041.41,0.72973,0.445607,0.0,1.0,71.346,36.4751,1.22984,159.701,73.881,39.8898,5.30728,164.926,115.212,32.5961,9.75973,175.746,105.584,36.1346,12.1444,168.446,VISal
18869_5802_x13547_y4406,10.0,864.0,6185.62,5898.32,2657.85,96971000000.0,107322.0,124.215,205.625,1.19244,2415.54,13.3704,7.58982,1.0,32.0,0.102377,0.0800818,7.03808e-06,0.723925,2059.63,1870.82,0.0,5445.66,4509.0,4442.65,16.936,12380.8,0.71897,0.45003,0.0,1.0,72.4108,30.1937,0.864036,169.737,64.3953,32.3519,5.52713,172.523,118.783,26.5435,10.0255,173.738,119.331,29.3149,18.5242,169.203,RSPv
182724_4472_x5247_y12162,6.0,286.0,1264.97,1310.95,1339.84,2221870000.0,51981.9,181.755,199.045,2.01284,1068.26,9.51049,5.23935,1.0,22.0,0.148835,0.109549,1.23816e-05,0.760599,234.808,182.683,0.0,1036.04,1105.65,1022.18,15.1042,4257.49,0.742857,0.438628,0.0,1.0,82.2919,42.0909,4.00365,173.585,85.3624,41.6693,5.76919,176.745,106.43,32.2134,33.0397,163.253,103.578,34.2333,17.0524,164.761,MOp
17781_00001,8.0,708.0,2889.14,3791.48,3011.32,32986400000.0,119260.0,168.447,259.566,1.40246,2141.78,13.2797,7.66397,1.0,37.0,0.16014,0.119138,3.02822e-05,0.792979,2062.83,1269.62,0.0,3929.78,4073.82,2339.06,17.0275,8818.01,0.728571,0.445333,0.0,1.0,75.5451,34.8037,2.60773,174.347,75.5764,38.0821,6.7873,170.235,107.854,33.7529,1.45319,167.695,103.964,35.2394,2.20543,166.115,EPd
17302_00007,6.0,228.0,3932.65,1132.42,1661.45,7399120000.0,16133.3,70.7599,185.181,0.165625,2165.87,13.7456,7.88442,1.0,29.0,0.168296,0.130065,0.0,0.622418,2426.72,1770.54,0.0,4071.62,3564.68,2520.17,17.3282,5977.78,0.837838,0.370271,0.0,1.0,84.7722,33.9769,5.96074,157.607,83.5004,39.3018,11.9671,173.218,106.425,31.7015,20.2092,174.168,101.352,32.1582,5.19615,157.651,CP
18455_00181,8.0,320.0,5278.44,1222.62,1283.72,8284520000.0,22667.1,70.8348,152.248,0.723573,2026.28,10.4375,6.53391,1.0,27.0,0.134259,0.10314,0.0,0.619807,1952.39,2005.85,0.0,5207.81,2636.46,2530.59,13.4256,7116.84,0.737179,0.441583,0.0,1.0,73.3352,34.1101,0.789106,156.596,73.2833,32.9742,6.82417,144.67,114.264,29.3659,27.9409,162.436,110.699,32.7744,18.2502,160.714,CP
18465_00017,8.0,312.0,388.17,1272.1,1138.02,561944000.0,13460.7,43.1434,60.2211,0.439715,882.337,14.8077,11.6603,1.0,41.0,0.13371,0.108572,0.0,0.948033,573.231,532.868,0.0,1408.97,952.533,815.124,14.6482,2271.69,0.769737,0.422393,0.0,1.0,81.3447,34.896,4.59147,172.454,77.9577,37.3664,5.23917,156.766,107.477,32.8319,16.6089,175.932,105.214,35.4946,10.5243,171.605,CP
17302_00017,9.0,393.0,354.23,613.79,1022.79,222378000.0,21056.1,53.5779,52.6572,0.949443,478.588,13.8702,8.60831,1.0,31.0,0.152519,0.105132,0.0,0.635412,293.415,247.236,0.0,870.064,895.909,631.87,9.66882,2177.86,0.755208,0.431088,0.0,1.0,81.6457,35.1415,7.73049,174.867,75.0421,36.9391,0.600612,170.712,105.73,33.071,1.95014,163.42,105.569,34.7817,5.69565,170.622,CP
18465_00007,5.0,329.0,768.35,1565.63,1177.31,1416250000.0,16422.3,49.9158,67.5053,1.09152,870.542,14.1246,8.41925,1.0,34.0,0.117042,0.107966,1.33581e-06,0.77601,727.384,580.525,0.0,1753.56,1164.41,837.265,17.6017,2760.68,0.734568,0.442932,0.0,1.0,78.563,38.0718,1.69814,169.744,76.8801,44.7083,2.25218,170.593,111.129,33.609,3.27546,166.644,106.125,39.9376,22.3597,174.888,CP
18867_4724_x12558_y16835,5.0,323.0,3194.82,944.84,1174.68,3545880000.0,24335.8,75.3431,105.193,0.512348,1293.49,13.1486,7.65175,1.0,32.0,0.155336,0.127098,0.0,0.774071,1039.11,986.549,0.0,3266.93,1888.99,1357.75,51.2105,4792.94,0.735849,0.442273,0.0,1.0,76.1733,33.7432,4.87371,172.124,76.2134,39.3768,5.84516,175.441,111.479,28.6102,21.4279,172.398,100.819,33.2289,2.48089,168.237,CP
191812_4775_x5212_y22490,8.0,754.0,6089.3,5047.97,9688.5,297811000000.0,184139.0,244.216,428.136,1.054,6094.7,16.2997,7.51221,1.0,30.0,0.113686,0.0850548,6.67231e-06,0.531047,1903.75,2328.34,0.0,8634.02,3493.41,3712.14,10.8328,15405.8,0.689008,0.463521,0.0,1.0,68.5474,29.9278,0.810892,170.991,65.147,32.6263,3.26731,169.423,122.923,24.1329,40.7183,174.23,116.358,27.6997,31.9508,168.395,SSp-un
18454_01075,9.0,693.0,4151.85,2210.02,2999.5,27522400000.0,66271.1,95.6293,172.796,0.267373,3660.2,19.5628,13.0847,1.0,45.0,0.11437,0.0837604,0.0,0.625319,3190.49,1551.82,0.0,4275.97,5981.99,2984.83,16.2986,8908.42,0.707602,0.45553,0.0,1.0,82.2405,32.4895,7.83227,174.782,67.751,33.7591,10.391,163.603,110.309,28.673,20.4231,171.492,117.07,31.8254,8.39959,167.574,PO
18465_00209,4.0,124.0,801.65,314.97,463.48,117027000.0,6977.61,56.2711,61.7721,0.821859,338.756,6.3871,2.84765,1.0,12.0,0.141238,0.108608,0.0,0.458182,229.585,163.567,0.0,679.798,385.565,233.751,14.8059,991.613,0.766667,0.426522,0.0,1.0,69.0473,37.0915,0.969155,149.189,69.8645,34.6513,11.3831,168.253,101.201,40.558,9.18012,173.905,111.385,36.7524,27.7812,162.584,OT
18457_00125,5.0,431.0,1952.91,3526.92,2133.94,14698100000.0,37529.4,87.0752,229.771,0.697068,4500.06,10.8979,4.95409,1.0,22.0,0.100035,0.0798773,0.0,0.606449,2351.35,1527.53,0.0,3716.99,4694.91,3000.38,14.1709,7451.59,0.671362,0.470825,0.0,1.0,76.9098,32.0343,3.2573,161.086,67.8091,33.0526,5.55292,172.591,114.649,29.8053,1.98953,166.934,118.942,29.8316,17.6423,172.039,VPL
236174_3229_x12413_y11831,5.0,471.0,6884.87,5442.59,4724.81,177046000000.0,248502.0,527.606,662.286,1.24691,5230.95,12.1507,5.64938,1.0,25.0,0.136822,0.118694,2.62409e-05,0.752831,3105.68,2017.45,0.0,6557.86,5931.65,3690.69,10.3204,12361.4,0.699571,0.459432,0.0,1.0,63.9052,29.2679,1.07686,159.716,64.3425,35.3794,5.57286,173.255,124.478,24.7807,46.5865,167.556,112.275,35.0336,13.6088,171.283,CLA
18465_00219,6.0,380.0,2281.78,1173.78,2164.17,5796320000.0,17637.5,46.4144,94.4293,0.648528,1490.8,13.3053,8.3145,1.0,37.0,0.132003,0.113594,0.0,0.677767,1348.48,1163.01,0.0,2842.81,2034.76,1692.81,3.40322,4438.81,0.759358,0.428621,0.0,1.0,78.1268,37.9644,5.56726,173.456,75.6174,39.991,9.39414,173.036,106.07,34.7649,12.9418,163.079,106.477,39.0873,8.77056,167.321,CP
18457_00135,7.0,751.0,4481.45,1664.49,1154.66,8612990000.0,71200.5,94.8076,189.476,0.704564,4443.98,18.3262,10.688,1.0,42.0,0.0791766,0.0651418,0.0,0.583805,3234.53,1648.76,0.0,4428.36,5466.35,2785.14,12.9789,7898.36,0.731183,0.443942,0.0,1.0,75.9383,29.6801,1.86295,160.639,61.8557,30.6734,5.45616,166.785,115.779,25.5321,40.0356,173.989,122.316,28.4333,13.6846,168.587,SMT
18867_4397_x8352_y9768,9.0,351.0,4452.38,4115.97,3645.55,66807900000.0,30183.2,85.9921,299.323,0.534058,4653.16,9.21652,4.29736,1.0,18.0,0.12154,0.106098,0.0,0.734434,826.413,1325.7,0.0,6238.54,1520.4,2254.94,12.9346,7998.91,0.719298,0.450662,0.0,1.0,77.9454,31.9704,2.70298,157.553,72.3868,35.1775,1.25486,171.345,112.26,30.9155,7.75688,163.312,109.255,33.4729,18.4972,168.743,SSp-m
18462_00029,5.0,625.0,4504.2,2011.46,3174.98,28765400000.0,70854.2,113.367,160.829,0.88784,2428.64,11.0992,4.79146,1.0,21.0,0.087779,0.0641692,0.0,0.428572,2620.89,1710.43,0.0,4812.14,4186.9,2801.11,17.1861,8987.94,0.716129,0.451604,0.0,1.0,72.0315,30.1515,4.65811,159.545,62.2075,26.4885,5.80538,160.903,118.934,26.4898,9.33758,164.656,122.951,25.7518,36.4099,168.393,VPLpc
18868_3856_x26025_y7205,8.0,176.0,4880.97,5709.53,2469.84,68829600000.0,26512.6,150.64,498.252,2.07649,4977.15,7.64773,4.33468,1.0,17.0,0.151436,0.117604,5.65782e-05,0.704805,1492.59,2378.35,0.0,6690.8,2505.58,3726.34,16.447,10202.5,0.761905,0.428476,0.0,1.0,79.7434,31.613,6.84675,178.745,77.2477,35.9728,9.92732,152.725,111.082,27.7347,20.9523,159.565,105.735,33.0096,23.4757,162.395,SSp-ul
18868_5131_x7596_y7239,9.0,447.0,4906.97,6100.75,3295.85,98665200000.0,45651.7,102.129,305.103,0.171931,4526.96,10.5884,5.35851,1.0,22.0,0.129486,0.113207,0.0,0.684103,1096.48,1814.59,0.0,5793.21,1833.36,2799.82,14.1272,10692.6,0.726027,0.447017,0.0,1.0,78.3303,33.6385,2.77276,170.144,75.2243,37.5789,7.15881,166.501,111.466,28.9655,3.42944,171.375,109.118,31.1114,16.8204,163.173,SSp-bfd
18458_00244,8.0,414.0,3207.07,3872.82,2744.82,34091800000.0,45392.0,109.643,371.562,0.532279,6857.19,9.98551,4.98761,1.0,23.0,0.120667,0.105351,0.0,0.691336,2598.22,1667.63,0.0,3897.06,7687.1,4909.07,13.001,11634.1,0.704433,0.457425,0.0,1.0,79.811,34.5089,7.73596,170.838,72.2477,38.4945,6.09967,168.589,113.663,28.8731,32.3656,167.382,112.955,29.6624,5.21037,166.956,LGd
18464_00163,6.0,370.0,1299.46,733.15,890.5,848378000.0,19198.6,51.888,72.771,0.800348,1036.31,11.9838,7.47714,1.0,31.0,0.162877,0.135731,0.0,0.701129,674.205,488.439,0.0,1201.25,1250.14,853.438,8.21748,2695.22,0.752747,0.432605,0.0,1.0,84.2425,37.0148,7.21417,175.166,83.8115,40.0926,8.68017,170.563,107.191,30.3987,20.7672,171.028,100.21,34.2767,12.7115,159.137,CP
15257_2226_x16029_y23953,8.0,186.0,5229.08,2549.96,3160.71,42144700000.0,28089.2,151.017,292.272,1.58712,3041.56,8.30108,5.30942,1.0,18.0,0.12527,0.107642,1.64991e-05,0.747166,1495.12,2079.84,0.0,5245.86,2157.21,2916.06,9.42792,8251.84,0.775281,0.419762,0.0,1.0,70.1544,37.6298,4.6786,163.143,62.6974,32.4481,8.431,171.077,114.821,30.3986,25.5134,167.9,120.25,29.6678,34.1196,165.569,MOs
18458_00122,8.0,424.0,738.56,2553.23,1861.31,3509900000.0,31418.3,74.0998,159.133,0.49363,2958.09,15.816,9.0556,1.0,31.0,0.120053,0.093308,0.0,0.767291,1845.9,883.227,0.0,2669.96,3875.57,1910.34,8.65307,5724.81,0.668269,0.471971,0.0,1.0,75.8483,37.6154,0.951174,170.226,73.846,38.6968,7.13533,170.323,109.887,32.8293,2.74926,169.251,113.192,33.749,15.2001,164.842,VPM
18869_3395_x6415_y6741,6.0,304.0,5230.77,3596.4,3333.31,62706000000.0,40357.3,132.754,323.564,1.44173,3381.22,9.99342,5.46274,1.0,22.0,0.130116,0.100568,3.39463e-05,0.614419,1425.11,1960.56,0.0,6292.02,2289.7,3023.9,13.7673,9035.85,0.718121,0.451432,0.0,1.0,82.3045,28.8041,5.47438,167.27,72.8298,32.1186,1.67192,148.451,110.544,25.5646,33.4986,161.75,108.236,28.5535,28.9776,171.269,SSp-m
18455_00040,6.0,188.0,1194.32,1788.42,829.77,1772340000.0,20418.9,108.611,127.66,0.763698,680.414,8.44681,5.03595,1.0,20.0,0.173526,0.136701,0.0,0.768898,373.293,457.692,0.0,1452.72,739.007,682.824,11.0606,2519.98,0.67033,0.472698,0.0,1.0,83.3704,34.0532,1.46518,166.45,81.0186,36.393,11.3624,162.47,111.749,28.8887,36.1413,174.2,100.569,34.6092,14.0385,163.885,CP
18867_6014_x17935_y4434,9.0,1389.0,6476.92,6340.09,3388.42,139143000000.0,159864.0,115.093,222.958,0.800225,4310.95,13.7718,6.34779,1.0,34.0,0.0987161,0.08476,0.0,0.929708,1933.44,1791.42,0.0,6136.31,4472.65,4845.74,19.1821,14074.3,0.736232,0.440995,0.0,1.0,77.2915,32.8045,2.17214,174.024,68.6233,34.2769,4.12178,173.605,113.249,29.4786,11.7561,170.074,114.107,31.6236,5.06235,173.124,RSPd
18455_00138,6.0,390.0,609.79,2944.68,1263.31,2268440000.0,30600.9,78.4639,161.251,0.631833,2437.4,12.6667,7.32476,1.0,32.0,0.10213,0.0893395,0.0,0.626614,1924.4,1113.73,0.0,2749.79,3888.17,2272.87,11.0094,6097.51,0.713542,0.453288,0.0,1.0,80.6313,33.8443,0.0810329,178.49,71.3524,38.1698,2.86726,177.233,112.012,28.7818,2.88708,169.191,112.517,32.5842,5.79234,163.084,VPM
18455_00050,7.0,317.0,1722.91,2186.05,3027.71,11403400000.0,40663.8,128.277,234.123,0.586134,3139.89,11.3975,4.57356,1.0,19.0,0.112565,0.0977569,0.0,0.786751,1817.12,1081.26,0.0,2860.42,5279.75,3187.56,8.7407,8720.43,0.780645,0.415151,0.0,1.0,77.0021,33.8425,1.91566,158.331,67.6377,31.8138,10.7943,177.48,115.627,28.8959,5.5931,166.335,115.495,27.6286,17.4882,171.159,MG
18465_00132,9.0,579.0,1296.75,3234.17,2202.62,9237590000.0,45990.3,79.4306,154.272,0.790501,2966.24,14.2124,8.96464,1.0,34.0,0.102378,0.0698939,0.0,0.413147,1732.35,1176.66,0.0,3026.8,3688.21,2715.94,9.30981,7019.45,0.712281,0.453496,0.0,1.0,80.4047,34.3628,0.180683,175.788,73.8329,34.5743,1.07075,164.484,112.648,31.2741,5.73605,170.314,114.286,29.4409,10.3659,171.984,VPM
18454_00011,6.0,224.0,2271.39,2143.6,952.59,4638110000.0,23058.9,102.942,121.995,1.1967,1019.1,8.21429,3.491,1.0,17.0,0.16269,0.141096,5.65466e-05,0.81835,454.161,532.147,0.0,2452.27,880.82,708.398,8.02946,2922.32,0.733945,0.443934,0.0,1.0,82.9738,35.8217,13.0919,161.967,81.257,38.8943,7.73733,173.52,108.341,31.7527,24.6728,165.927,99.792,33.299,9.28904,162.12,CP
18454_00169,5.0,687.0,2464.62,4254.98,2551.7,26759500000.0,74205.6,108.014,170.834,1.18706,2968.03,14.4847,7.12627,1.0,28.0,0.0740461,0.0631724,6.21052e-07,0.517184,2829.63,1614.65,0.0,4317.66,5344.3,3103.33,11.011,8378.22,0.709677,0.454578,0.0,1.0,68.6377,27.0502,2.31181,174.739,57.499,26.884,4.24692,159.289,121.645,24.3729,3.23521,166.167,127.554,23.276,54.8473,175.498,VPL
18868_3228_x28576_y10788,9.0,443.0,6142.58,4082.77,3635.6,91176300000.0,58126.8,131.212,216.831,0.81959,2171.79,11.7901,6.1142,1.0,28.0,0.142364,0.109081,0.0,0.770597,1736.89,1983.87,0.0,6848.9,2619.82,2794.72,11.3058,9447.28,0.732719,0.443564,0.0,1.0,77.3024,35.433,2.7548,172.984,70.1605,36.0978,5.35942,170.746,112.03,30.8634,22.4053,173.219,110.938,31.1777,18.2841,170.244,SSp-m
18464_00197,7.0,869.0,5074.01,3552.43,3378.24,60893000000.0,82942.5,95.446,193.218,0.791103,3166.18,22.5144,12.475,1.0,49.0,0.118053,0.0862288,0.0,0.548376,2108.23,723.335,0.0,3608.46,8183.81,3087.9,9.28037,13109.2,0.714617,0.452121,0.0,1.0,81.0639,36.2563,0.499233,172.175,74.2322,33.971,5.48788,175.447,112.083,31.4583,2.93974,174.375,111.768,30.8739,7.06384,173.774,LP
182724_3887_x5901_y10339,13.0,585.0,9744.36,6111.27,4660.37,277527000000.0,89104.7,152.316,362.914,0.324388,6182.81,14.5726,9.29365,1.0,33.0,0.113176,0.0968351,0.0,0.728057,2930.46,4045.25,0.0,10314.2,4742.86,6608.67,14.1274,17401.2,0.702797,0.457828,0.0,1.0,75.3315,31.2158,1.12875,163.176,68.1582,33.546,5.06297,172.944,115.829,28.3532,0.933988,172.461,117.035,31.2886,13.0016,172.502,SSp-ul
18454_01038,10.0,362.0,806.67,3078.73,1336.33,3318800000.0,32642.1,90.1715,160.025,0.696416,2116.22,11.3646,5.60764,1.0,20.0,0.118701,0.0938261,0.0,0.658462,1873.29,1224.5,0.0,2895.76,3593.08,2323.31,9.09065,5556.96,0.727273,0.446632,0.0,1.0,76.7572,29.8933,1.74125,167.349,68.4932,30.8355,3.9462,158.144,119.689,24.4324,4.19088,165.494,118.805,25.6935,9.13869,162.552,VPL
18457_00010,12.0,394.0,1816.13,2829.64,1842.82,9470240000.0,34882.9,88.5353,167.715,0.944363,2406.95,9.15736,5.02924,1.0,23.0,0.111857,0.0898638,0.0,0.528818,1438.11,1106.16,0.0,2840.38,2999.91,2367.77,14.0839,6451.98,0.706806,0.456423,0.0,1.0,78.6838,34.122,2.00593,177.248,71.7177,34.0859,3.62779,173.364,116.104,29.285,0.99229,170.088,112.866,30.6854,3.34658,166.5,VPM
15257_4500_x16614_y17147,7.0,235.0,2288.56,4434.47,1924.76,19533500000.0,44353.9,188.74,287.785,1.07148,2705.93,9.55319,5.07132,1.0,19.0,0.1342,0.118957,1.10183e-05,0.722293,1471.43,1372.11,0.0,3668.12,2862.91,2689.93,11.6261,6981.51,0.710526,0.45552,0.0,1.0,68.092,29.9307,3.71405,147.33,66.2197,33.6861,3.74964,160.015,116.342,24.6934,29.6279,164.654,111.354,32.8351,14.9982,174.97,MOs
17545_00006,4.0,114.0,4052.27,1206.21,1733.59,8473600000.0,11152.6,97.8302,256.754,0.199143,2164.18,8.21053,5.13098,1.0,20.0,0.174563,0.132729,0.0,0.657026,931.203,1597.13,0.0,4220.26,1298.63,2039.67,0.199143,5725.64,0.763636,0.428764,0.0,1.0,78.7705,33.3688,1.03844,153.675,80.6358,31.239,26.3245,156.247,110.791,31.9343,33.5045,166.122,103.347,31.5467,32.139,156.25,CP
18463_00068,12.0,660.0,3140.12,1501.66,2770.9,13065900000.0,53625.3,81.2504,148.567,0.937271,2105.89,25.2545,15.4158,1.0,48.0,0.0948046,0.078422,0.0,0.511505,2899.66,1394.02,0.0,3813.74,6006.17,3023.2,17.8803,9339.01,0.722222,0.448596,0.0,1.0,76.1939,34.9349,1.53744,179.27,66.7695,34.9323,5.63982,167.083,111.615,32.1791,9.90831,164.628,117.289,32.4005,9.56808,171.875,VPM
18454_01091,8.0,744.0,1467.02,3347.11,1922.86,9441790000.0,72579.1,97.5525,175.162,0.683345,3665.84,15.4758,6.86709,1.0,29.0,0.084775,0.0659252,0.0,0.548391,1945.02,1064.88,0.0,2911.33,5740.44,3150.06,14.1744,8643.78,0.717391,0.450881,0.0,1.0,75.1039,30.1252,1.0518,166.203,64.2956,31.2585,5.8409,171.052,117.564,26.3577,19.9305,175.877,120.987,29.3552,19.501,174.156,VPM
17782_3352_x11384_y16404,8.0,908.0,5483.22,4042.23,9015.58,199825000000.0,217090.0,239.086,358.664,2.02817,5799.31,12.641,5.2891,1.0,28.0,0.188439,0.124736,1.59796e-05,0.765378,3274.37,2130.31,0.0,7620.87,5810.01,3693.98,9.46557,12770.9,0.742222,0.437898,0.0,1.0,76.4766,36.6676,0.550864,166.36,77.0877,35.9368,1.51231,175.271,108.04,33.7695,8.89359,170.235,102.021,34.2707,9.20046,163.649,MOp
pre_18864_00018,7.0,529.0,2970.55,4068.7,6452.75,77989600000.0,77018.6,145.593,238.375,0.681727,3368.81,13.2911,8.19566,1.0,36.0,0.11623,0.095445,0.0,0.714105,727.437,779.424,0.0,3970.91,1289.19,1226.48,18.6598,5886.1,0.724138,0.447806,0.0,1.0,72.58,31.0574,2.99343,148.826,67.8204,32.1646,4.85978,160.694,115.436,29.1505,13.8078,163.507,115.162,29.5593,23.3517,174.788,SSp-ll
18455_00203,9.0,387.0,1893.08,2134.67,2058.1,8316990000.0,34566.7,89.3197,136.45,0.305933,2257.22,10.7674,4.96388,1.0,20.0,0.0952774,0.0662406,0.0,0.379335,2089.99,1090.77,0.0,2937.97,3308.73,1704.61,15.0685,4760.04,0.68254,0.466725,0.0,1.0,73.9396,29.5122,0.48604,166.259,61.4056,27.1477,4.63973,160.979,117.214,28.946,0.752226,167.599,124.624,26.4785,20.5135,172.453,VPM
18454_01081,13.0,413.0,1101.33,2117.61,2207.8,5149000000.0,29503.7,71.4374,114.885,0.799643,1692.28,10.6949,4.87553,1.0,21.0,0.104546,0.0842988,0.0,0.466896,1835.45,958.473,0.0,2576.78,2976.06,1547.45,13.506,4371.8,0.71,0.454901,0.0,1.0,71.5877,27.8444,6.33457,143.433,62.7235,30.4748,8.35709,150.739,120.625,26.4347,2.22435,172.276,121.433,27.0852,45.2877,173.002,VPM
18869_4181_x21056_y5611,8.0,362.0,4243.97,5091.22,4273.0,92326700000.0,51772.4,143.018,258.708,1.08522,2325.52,11.1436,5.65307,1.0,24.0,0.11919,0.0965517,5.00699e-06,0.561009,1770.24,1913.99,0.0,5944.07,2956.96,2988.08,16.6838,8620.0,0.700565,0.45931,0.0,1.0,74.5219,33.3727,7.01559,167.855,71.4735,34.2639,7.78014,166.971,116.221,28.8514,17.0705,169.306,110.122,31.8808,1.81787,170.721,SSp-m
pre_18864_00008,8.0,456.0,6699.6,5454.71,4888.35,178642000000.0,78417.3,171.968,317.676,0.896057,4277.23,13.2807,8.18308,1.0,32.0,0.132543,0.105055,0.0,0.622421,1936.06,2114.82,0.0,5940.79,2679.45,2755.55,13.8928,8290.9,0.732143,0.443835,0.0,1.0,71.5359,32.3817,1.78056,169.749,65.6765,36.1976,1.92227,174.032,116.856,30.9416,0.35267,172.708,113.923,35.5111,3.7804,168.103,RSPd
18455_00165,5.0,205.0,4703.43,3147.87,2907.13,43042300000.0,32623.4,159.138,713.945,1.85347,9345.12,5.37073,2.21384,1.0,13.0,0.121418,0.115541,4.42028e-05,0.693529,1390.0,2005.21,0.0,4794.04,4011.41,5735.42,10.5337,13095.8,0.71,0.456048,0.0,1.0,68.5864,23.4865,6.06571,132.126,62.7051,31.0127,12.5381,157.536,120.645,23.9746,33.0066,161.446,122.748,28.7028,14.7442,164.771,MD
