ptype,Stems_mean,Bifurcations_mean,Branches_mean,Tips_mean,OverallWidth_mean,OverallHeight_mean,OverallDepth_mean,Length_mean,Volume_mean,MaxEuclideanDistance_mean,MaxPathDistance_mean,MaxBranchOrder_mean,AverageContraction_mean,AverageFragmentation_mean,AverageParent-daughterRatio_mean,AverageBifurcationAngleLocal_mean,AverageBifurcationAngleRemote_mean,HausdorffDimension_mean
SSp-m-IT,0.7456116643460439,0.9641350701953086,0.9627559231202162,0.9599393084670016,0.8345046182331605,0.7888442167150195,0.8443965559249189,0.9962400449113079,1.3256880427203643,0.8028369338500063,0.8828277422682291,0.7648944556498856,0.7309667877853944,0.6826327164093934,0.7465453861239496,0.722928463710998,0.7497594273372302,0.7695246863601116
SSp-n-IT,0.8319312345738655,0.8461145297951107,0.8467273330202508,0.8472748830281497,0.5510646262237279,0.682267705866768,0.6511152341225435,0.7645891379476807,1.1570878301907968,0.5044377094629562,0.5320552108144462,0.515837071450946,0.6882459065936674,0.5181244692958461,0.7144093097925196,0.639072506546697,0.6191252765689406,0.7318984397969659
SSp-ul-IT,0.9990322443793559,0.9202469884242215,0.9271235062171914,0.9345981715333633,0.7708855652098043,0.9244320629685805,0.8503991826411517,0.8725222729679211,1.1745072816023736,0.8393335919705495,0.9283409287137677,0.893574765157786,0.872608412149472,0.7909656397753064,0.8391568480494399,0.8168710488098336,0.8250254927872642,0.9072019753745826
SSs-IT,0.8779385090145426,0.7381892850477266,0.7405462869433931,0.7453059515953907,0.6712731843176791,0.6969167766744327,0.947773657699016,0.8324561607959075,1.008928194520759,0.6791234712419879,0.6338728381398501,0.6994623836541629,0.7348535375584889,0.6007264620374669,0.6906381100319456,0.727557536557161,0.689148689014235,0.7691236720743061
VISp-IT,0.9789652204797058,0.9027595477344962,0.9059908823704904,0.910348483872352,0.7838199732701607,0.8085694455887377,0.7576184054796462,0.8683682143007544,0.8290365996744589,0.776132368182136,0.8207270551577125,0.8340903047715337,0.8455532815320118,0.706221956658746,0.8425608486471794,0.8342275907103994,0.8218045699493901,0.8780525983091367
VISrl-IT,0.9793928836746889,1.0475392056386534,1.049078534414717,1.052489411626694,0.9421830551705995,0.9322080923892335,0.8887865783172306,0.9233716386197584,0.9052117035570834,0.9239328666221802,0.9507819474675864,0.9541683504738404,0.9498812517073628,0.590685243912943,0.9335173012038611,0.9566092706851429,0.9062506827430339,0.9585224920394774
LGd-core,1.2348312949701807,1.0193829329078454,1.0152830776619879,1.017391801232255,0.9404732726804881,0.9320662474005973,0.8422389163747721,0.9595287317408002,0.608446567431049,1.0280290606813114,1.250375288664505,1.2825768306182448,1.145037949021053,1.0821945220663811,1.1347435888213617,1.1590641830932757,1.0358958844402597,1.2004615694478948
MG-core,1.0584669877779456,0.9609172419388123,0.9712413829623515,0.9841084358055419,0.8156846762900363,0.797682541715275,0.817751963714436,0.8410326683408529,0.7057545437560343,0.8567406746848745,0.7299349180705106,0.8644584051241538,0.9259587872383646,0.6181607125013817,0.8804554034255305,0.9264792610569625,0.9064780274687546,1.0249417973807553
SMT-core,1.358072395655066,1.1362383988691778,1.1455725495047524,1.1555179447780743,0.9023968520119705,0.8137100787499381,0.7448927876782362,0.782637404356735,1.1405538284716543,0.9356888986206153,1.0581512669167699,0.8969972027629478,1.089906154386357,0.9827156487205452,1.0156576224849376,1.0347732104169047,0.952517706075828,1.1930133688041884
VPL-core,0.7439441231298644,0.7280292561332287,0.7299590098645165,0.7295761699641888,0.3432208688786445,0.35494843670004733,0.3557230355674313,0.6332155581184001,0.7317322946826068,0.3447961200109017,0.4092655115932851,0.543799439402598,0.4044384275185348,0.46675905774135024,0.39445357359427596,0.3949606665053496,0.3415648093941715,0.468754809963041
VPM-core,0.7775914642669557,0.6417665313730117,0.6408083238909307,0.6380036794062932,0.29016099758105246,0.33557584850687844,0.31975584430169884,0.562301340565737,0.8009267070595286,0.3253095071449263,0.3983030641572064,0.4607916356802217,0.35382390752215787,0.3441517389284509,0.33804392143173634,0.3416992275185584,0.30530028520794233,0.4047777929682778
LD-matrix,1.0895304631061034,0.6709648573137047,0.7065073678172082,0.7422571027817788,0.7098213645380786,0.590884772617887,0.7184228747751565,0.9459728938241309,0.40977714425123807,0.6172793149672152,0.8665934617371698,0.5450095459072255,0.8387579903011356,0.9660357583719145,0.6924993196025537,0.7973175850186676,0.7076974421953214,0.9981815760521731
LP-matrix,0.7485061486183519,1.1250414185417308,1.1275879081991889,1.1335857666864275,0.9211260389838026,0.8883821696008425,1.0261515398438006,1.1430648353629387,0.4830921845198333,0.9491102987983547,1.0710396081493514,1.1155035852074937,1.046655823386124,0.9053211472121425,1.1501368512512318,1.0783413095360574,0.9714825000546399,1.1722751159259546
VM-matrix,0.8367378647814204,1.0641582649555374,1.0568211763661135,1.052156742484303,0.8285484054769237,0.8053254865783636,0.9229857609980443,1.1445618739909107,0.6714550032141893,0.7739834800830899,0.8747932794577393,1.0656826983230796,0.9711588731613147,0.8063628175452807,0.9496298882920237,0.8983362720686298,0.7991302030264107,0.9480190627718897
RT,0.8775015716529093,0.4377478373109342,0.4288845232941186,0.4160923183921368,0.4469962531990098,0.8685597309495975,0.5238169705058368,0.35549522743035866,0.4079777926400615,0.6048655812333178,0.6831652032508074,0.5574823360422237,1.0192118545802025,1.0370903067029333,0.9747964965458629,0.9309215814498716,1.017044784433474,0.9762521416782208
CP-GPe,0.8073654282811656,0.9377213621683228,0.9374278500867816,0.9377769773210187,0.6836912325961119,0.6596010737430179,0.7012293880087833,0.605862246889969,1.0781901620093712,0.7463301041860664,0.846878795921504,0.9850043475480694,0.8152768081618491,0.676101955944675,0.8589690405491632,0.8205339011912784,0.855308943322535,0.874133704151165
CP-SNr,0.8305840184288356,0.6578294150580456,0.6612458100328659,0.6706540663709849,0.6232511419557462,0.643669101685512,0.659085435821405,0.49549764633981996,0.8406295122230736,0.7142022976285404,0.7601113909654623,0.8708530089006836,0.9016613184348803,0.7073623196863059,0.9547147100573017,0.917920756372322,0.9521430509726597,0.9647586739903533
ACB,0.823219695364383,0.6798554255691903,0.6781995703189858,0.6844211748444057,0.8660545066814289,0.8445024867381415,0.6888391928132538,0.5739223887933516,0.9414606499370645,0.9453284311501831,1.0237695514039877,1.0763243047625557,0.9975183974858467,0.8035235943405404,1.0887537902258646,1.1030197847645682,1.1559264467994892,1.053811962937126
OT,0.8278714552171546,0.6448957412188786,0.6414430254104817,0.6447828581441953,0.8255273504308333,0.879342760655686,0.8441341874667736,0.6287002153088416,0.8464127510764651,0.904810067417354,0.9185228805117769,0.9833692083724516,0.990075388945841,0.9703923180581251,1.0323519555251315,1.0380515170740354,1.0143678543277415,0.9966036042704199
